backbone,metric,effect,mean,sd,n,seed_8,seed_99,seed_123
C13,forced_exploration_fraction,interaction,-0.08942549543740219,0.03163780770758365,3,-0.09327529087854303,-0.05603895149737803,-0.11896224393628552
C13,frontier_selection_rate,D8_minus_D4,,,0,,,
C13,frontier_selection_rate,H10k_minus_H5k,,,0,,,
C13,frontier_selection_rate,interaction,,,0,,,
C13,frontier_yield,D8_minus_D4,,,0,,,
C13,frontier_yield,H10k_minus_H5k,,,0,,,
C13,frontier_yield,interaction,,,0,,,
C13,frontier_reached_fraction,D8_minus_D4,,,0,,,
C13,frontier_reached_fraction,H10k_minus_H5k,,,0,,,
C13,frontier_reached_fraction,interaction,,,0,,,
C13,recruitment_total,D8_minus_D4,0.0,0.0,3,0.0,0.0,0.0
C13,recruitment_total,H10k_minus_H5k,0.0,0.0,3,0.0,0.0,0.0
C13,recruitment_total,interaction,0.0,0.0,3,0.0,0.0,0.0
C13,repeat_total,D8_minus_D4,0.0,0.0,3,0.0,0.0,0.0
C13,repeat_total,H10k_minus_H5k,0.0,0.0,3,0.0,0.0,0.0
C13,repeat_total,interaction,0.0,0.0,3,0.0,0.0,0.0
C13,tiny_residual_total,D8_minus_D4,0.0,0.0,3,0.0,0.0,0.0
C13,tiny_residual_total,H10k_minus_H5k,0.0,0.0,3,0.0,0.0,0.0
C13,tiny_residual_total,interaction,0.0,0.0,3,0.0,0.0,0.0
C15,coverage_auc,D8_minus_D4,1.5984766295565376,8.556060132660976,3,-6.937551047961879,1.5585514471374964,10.174429489493996
C15,coverage_auc,H10k_minus_H5k,-0.2208228333006955,10.52335749947544,3,8.368046110239082,2.9288377215118544,-11.959352331653022
C15,coverage_auc,interaction,-9.852848294120337,25.197184096406687,3,10.072683129052201,-1.4545687054974508,-38.17665930591576
C15,unique_cells,D8_minus_D4,3.7608422865493694,17.79820914417408,3,-13.362021785596319,2.479414310670471,22.165134334573956
C15,unique_cells,H10k_minus_H5k,1.9462203711619257,18.463574839584066,3,18.546727152952748,5.231344695201379,-17.93941073466835
